downloaded,receipt,heading,detail
Mon Jul 15 23:51:43 2019,MSC1891502876,Case Was Approved,"On November 7, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502876. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:44 2019,MSC1891502877,Case is Ready to Be Scheduled for An Interview,"As of December 19, 2018, we are ready to schedule your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502877, for an interview.  We will schedule your interview and send you a notice.  Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:51:45 2019,MSC1891502878,Case Was Approved,"On January 23, 2019, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502878. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:45 2019,MSC1891502879,Card Was Delivered To Me By The Post Office,"On January 26, 2019, the Post Office delivered your new card for Receipt Number MSC1891502879, to the address that you gave us.  The tracking number assigned is 9205590153708645574858.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:48 2019,MSC1891502880,Interview Was Scheduled,"On June 25, 2019, we scheduled an interview for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502880.  We will mail you an interview notice.   Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:51:49 2019,MSC1891502881,Card Was Delivered To Me By The Post Office,"On December 22, 2018, the Post Office delivered your new card for Receipt Number MSC1891502881, to the address that you gave us.  The tracking number assigned is 9205590153708420840925.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:49 2019,MSC1891502882,Card Was Delivered To Me By The Post Office,"On June 21, 2019, the Post Office delivered your new card for Receipt Number MSC1891502882, to the address that you gave us.  The tracking number assigned is 9205590153708429615784.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:50 2019,MSC1891502883,Card Was Delivered To Me By The Post Office,"On December 31, 2018, the Post Office delivered your new card for Receipt Number MSC1891502883, to the address that you gave us.  The tracking number assigned is 9205590153708421137741.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:50 2019,MSC1891502884,Fingerprint Fee Was Received,"On August 3, 2018, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502884. Our National Benefits Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:51 2019,MSC1891502885,Card Was Delivered To Me By The Post Office,"On December 31, 2018, the Post Office delivered your new card for Receipt Number MSC1891502885, to the address that you gave us.  The tracking number assigned is 9205590153708421136393.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:52 2019,MSC1891502886,Fingerprint Review Was Completed,"As of August 29, 2018, we completed our review of your fingerprints and are working on your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502886, at our National Benefits Center location. We will let you know if we make a decision or need anything from you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:52 2019,MSC1891502887,Case Was Received,"On July 31, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502887, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 30, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:53 2019,MSC1891502888,Case Was Approved,"On December 10, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502888. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:53 2019,MSC1891502889,Card Was Delivered To Me By The Post Office,"On December 14, 2018, the Post Office delivered your new card for Receipt Number MSC1891502889, to the address that you gave us.  The tracking number assigned is 9205590153708420602011.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:56 2019,MSC1891502890,Interview Was Scheduled,"On July 3, 2019, we scheduled an interview for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502890.  We will mail you an interview notice.   Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:51:57 2019,MSC1891502891,Case Was Received,"On July 31, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502891, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 30, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:58 2019,MSC1891502892,Case Was Received,"On July 31, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891502892, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 30, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:59 2019,MSC1891502893,Card Was Delivered To Me By The Post Office,"On December 17, 2018, the Post Office delivered your new card for Receipt Number MSC1891502893, to the address that you gave us.  The tracking number assigned is 9205590153708643815243.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:51:59 2019,MSC1891502894,Interview Cancelled And Notice Ordered,"On July 8, 2019, we cancelled your interview for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502894, and mailed you a cancellation notice.  We will notify you by mail if the appointment is rescheduled, a decision is made, or if we need something from you.  Please follow any instructions in the notice.  If you do not receive your notice by August 7, 2019, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:52:00 2019,MSC1891502895,Card Was Delivered To Me By The Post Office,"On March 16, 2019, the Post Office delivered your new card for Receipt Number MSC1891502895, to the address that you gave us.  The tracking number assigned is 9205590153708648053589.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:00 2019,MSC1891502896,Case Was Approved,"On January 7, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502896. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:01 2019,MSC1891502897,Advance Parole Document Was Produced,"On December 7, 2018, we produced your Advance Parole Document for your Form I-131, Application for Travel Document, Receipt Number MSC1891502897. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:02 2019,MSC1891502898,Card Was Delivered To Me By The Post Office,"On March 16, 2019, the Post Office delivered your new card for Receipt Number MSC1891502898, to the address that you gave us.  The tracking number assigned is 9205590153708648052964.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:02 2019,MSC1891502899,Case Was Approved,"On January 7, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502899. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:05 2019,MSC1891502900,Advance Parole Document Was Produced,"On December 11, 2018, we produced your Advance Parole Document for your Form I-131, Application for Travel Document, Receipt Number MSC1891502900. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:06 2019,MSC1891502901,Card Was Delivered To Me By The Post Office,"On May 23, 2019, the Post Office delivered your new card for Receipt Number MSC1891502901, to the address that you gave us.  The tracking number assigned is 9205590153708428040983.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:06 2019,MSC1891502902,Case Was Received,"On July 31, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502902, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 30, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:07 2019,MSC1891502903,Response To USCIS' Request For Evidence Was Received,"On February 1, 2019, we received your response to our Request for Evidence for your Form I-131, Application for Travel Document, Receipt Number MSC1891502903.  Our National Benefits Center office will begin working on your case again.  We will mail you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:52:07 2019,MSC1891502904,Card Was Delivered To Me By The Post Office,"On February 16, 2019, the Post Office delivered your new card for Receipt Number MSC1891502904, to the address that you gave us.  The tracking number assigned is 9205590153708646634674.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:08 2019,MSC1891502905,Card Was Delivered To Me By The Post Office,"On January 12, 2019, the Post Office delivered your new card for Receipt Number MSC1891502905, to the address that you gave us.  The tracking number assigned is 9205590153708644786184.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:08 2019,MSC1891502906,Case Was Approved,"On November 15, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502906. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:11 2019,MSC1891502907,Card Was Mailed To Me,"On November 19, 2018, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502907, to the address you gave us.  If you do not receive your card by December 4, 2018, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:52:12 2019,MSC1891502908,Card Was Delivered To Me By The Post Office,"On January 14, 2019, the Post Office delivered your new card for Receipt Number MSC1891502908, to the address that you gave us.  The tracking number assigned is 9205590153708421608630.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:15 2019,MSC1891502909,Case Was Approved,"On November 15, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502909. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:22 2019,MSC1891502910,Card Was Mailed To Me,"On November 19, 2018, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502910, to the address you gave us.  If you do not receive your card by December 4, 2018, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:52:27 2019,MSC1891502911,Card Was Delivered To Me By The Post Office,"On March 15, 2019, the Post Office delivered your new card for Receipt Number MSC1891502911, to the address that you gave us.  The tracking number assigned is 9205590153708648019752.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:28 2019,MSC1891502912,Case Was Approved,"On January 24, 2019, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502912. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:30 2019,MSC1891502913,Card Was Delivered To Me By The Post Office,"On March 15, 2019, the Post Office delivered your new card for Receipt Number MSC1891502913, to the address that you gave us.  The tracking number assigned is 9205590153708648019400.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:31 2019,MSC1891502914,Case Was Approved,"On January 24, 2019, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502914. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:34 2019,MSC1891502915,Card Was Delivered To Me By The Post Office,"On January 29, 2019, the Post Office delivered your new card for Receipt Number MSC1891502915, to the address that you gave us.  The tracking number assigned is 9205590153708422246978.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:35 2019,MSC1891502916,Card Was Delivered To Me By The Post Office,"On March 15, 2019, the Post Office delivered your new card for Receipt Number MSC1891502916, to the address that you gave us.  The tracking number assigned is 9205590153708648019660.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:36 2019,MSC1891502917,Case Was Approved,"On January 24, 2019, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502917. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:43 2019,MSC1891502918,Card Was Delivered To Me By The Post Office,"On January 29, 2019, the Post Office delivered your new card for Receipt Number MSC1891502918, to the address that you gave us.  The tracking number assigned is 9205590153708422248170.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:45 2019,MSC1891502919,Card Was Delivered To Me By The Post Office,"On March 15, 2019, the Post Office delivered your new card for Receipt Number MSC1891502919, to the address that you gave us.  The tracking number assigned is 9205590153708648019493.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:48 2019,MSC1891502920,Case Was Approved,"On January 24, 2019, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502920. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:50 2019,MSC1891502921,Card Was Delivered To Me By The Post Office,"On January 29, 2019, the Post Office delivered your new card for Receipt Number MSC1891502921, to the address that you gave us.  The tracking number assigned is 9205590153708422247432.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:55 2019,MSC1891502922,Case is Ready to Be Scheduled for An Interview,"As of October 17, 2018, we are ready to schedule your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502922, for an interview.  We will schedule your interview and send you a notice.  Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:52:56 2019,MSC1891502923,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891502923, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:52:58 2019,MSC1891502924,Card Was Delivered To Me By The Post Office,"On October 17, 2018, the Post Office delivered your new card for Receipt Number MSC1891502924, to the address that you gave us.  The tracking number assigned is 9205590153708640839921.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:03 2019,MSC1891502925,Case is Ready to Be Scheduled for An Interview,"As of October 17, 2018, we are ready to schedule your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502925, for an interview.  We will schedule your interview and send you a notice.  Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:53:04 2019,MSC1891502926,Card Was Delivered To Me By The Post Office,"On October 15, 2018, the Post Office delivered your new card for Receipt Number MSC1891502926, to the address that you gave us.  The tracking number assigned is 9205590153708640825252.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:05 2019,MSC1891502927,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891502927, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:06 2019,MSC1891502928,Card Was Delivered To Me By The Post Office,"On January 24, 2019, the Post Office delivered your new card for Receipt Number MSC1891502928, to the address that you gave us.  The tracking number assigned is 9205590153708422004356.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:08 2019,MSC1891502929,Case Was Approved,"On November 19, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502929. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:11 2019,MSC1891502930,Case Was Approved,"On November 19, 2018, we approved your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502930. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:18 2019,MSC1891502931,Card Was Delivered To Me By The Post Office,"On January 24, 2019, the Post Office delivered your new card for Receipt Number MSC1891502931, to the address that you gave us.  The tracking number assigned is 9205590153708422004929.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:19 2019,MSC1891502932,Case Was Approved,"On November 19, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891502932. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:20 2019,MSC1891502933,Case Was Approved,"On November 19, 2018, we approved your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502933. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:24 2019,MSC1891502934,Card Was Delivered To Me By The Post Office,"On December 14, 2018, the Post Office delivered your new card for Receipt Number MSC1891502934, to the address that you gave us.  The tracking number assigned is 9205590153708643689127.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:28 2019,MSC1891502935,Case Was Approved,"On December 10, 2018, we approved your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502935. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:29 2019,MSC1891502936,Case Closed Benefit Received By Other Means,"On January 2, 2019, we closed your Form I-131, Application for Travel Document, Receipt Number MSC1891502936, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:53:30 2019,MSC1891502937,Card Was Delivered To Me By The Post Office,"On May 9, 2019, the Post Office delivered your new card for Receipt Number MSC1891502937, to the address that you gave us.  The tracking number assigned is 9205590153708650980163.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:32 2019,MSC1891502938,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502938, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:33 2019,MSC1891502939,Card Was Delivered To Me By The Post Office,"On December 21, 2018, the Post Office delivered your new card for Receipt Number MSC1891502939, to the address that you gave us.  The tracking number assigned is 9205590153708420866987.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:37 2019,MSC1891502940,Card Was Delivered To Me By The Post Office,"On October 20, 2018, the Post Office delivered your new card for Receipt Number MSC1891502940, to the address that you gave us.  The tracking number assigned is 9205590153708641072624.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:39 2019,MSC1891502941,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502941, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:40 2019,MSC1891502942,Case Closed Benefit Received By Other Means,"On December 14, 2018, we closed your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502942, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:53:41 2019,MSC1891502943,Interview Was Scheduled,"On July 1, 2019, we scheduled an interview for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502943.  We will mail you an interview notice.   Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:53:42 2019,MSC1891502944,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502944, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:44 2019,MSC1891502945,Document Was Mailed To Me,"On August 29, 2018, we mailed your document for Receipt Number MSC1891502945, directly to the address you gave us. If you do not receive your document by September 28, 2018, please go to www.uscis.gov/e-request to request the document be sent to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:44 2019,MSC1891502946,Card Was Mailed To Me,"On June 10, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502946, to the address you gave us.  If you do not receive your card by June 25, 2019, please go to www.uscis.gov/e-request  to request that we resend the card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:53:46 2019,MSC1891502947,Fingerprint Review Was Completed,"As of August 28, 2018, we completed our review of your fingerprints and are working on your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502947, at our National Benefits Center location. We will let you know if we make a decision or need anything from you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:53 2019,MSC1891502948,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502948, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:54 2019,MSC1891502949,Card Was Delivered To Me By The Post Office,"On December 15, 2018, the Post Office delivered your new card for Receipt Number MSC1891502949, to the address that you gave us.  The tracking number assigned is 9205590153708420611853.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:58 2019,MSC1891502950,Card Was Delivered To Me By The Post Office,"On February 8, 2019, the Post Office delivered your new card for Receipt Number MSC1891502950, to the address that you gave us.  The tracking number assigned is 9205590153708422676867.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:53:59 2019,MSC1891502951,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502951, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:01 2019,MSC1891502952,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891502952, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:02 2019,MSC1891502953,Card Was Delivered To Me By The Post Office,"On December 24, 2018, the Post Office delivered your new card for Receipt Number MSC1891502953, to the address that you gave us.  The tracking number assigned is 9205590153708420959597.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:03 2019,MSC1891502954,Card Was Mailed To Me,"On December 6, 2018, we mailed your new card for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502954, to the address you gave us.  If you do not receive your card by December 21, 2018, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:54:08 2019,MSC1891502955,Case Was Approved,"On December 3, 2018, we approved your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502955. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:10 2019,MSC1891502956,Case Closed Benefit Received By Other Means,"On February 25, 2019, we closed your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502956, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:54:11 2019,MSC1891502957,Case Closed Benefit Received By Other Means,"On February 25, 2019, we closed your Form I-131, Application for Travel Document, Receipt Number MSC1891502957, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Mon Jul 15 23:54:16 2019,MSC1891502958,Notice Was Returned To USCIS Because The Post Office Could Not Deliver It,"On April 10, 2019, the Post Office returned a notice we sent you for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502958, because they could not deliver it. This could have a serious effect on your case. Please go to www.uscis.gov/e-request to request a copy of the notice immediately. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:17 2019,MSC1891502959,Document Was Mailed To Me,"On April 10, 2019, we mailed your document for Receipt Number MSC1891502959, directly to the address you gave us. If you do not receive your document by May 10, 2019, please go to www.uscis.gov/e-request to request the document be sent to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:20 2019,MSC1891502960,Document Was Mailed To Me,"On April 11, 2019, we mailed your document for Receipt Number MSC1891502960, directly to the address you gave us. If you do not receive your document by May 11, 2019, please go to www.uscis.gov/e-request to request the document be sent to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
